,equity
2023-09-13 23:00:00+00:00,1000.0
2025-01-13 03:00:00+00:00,1090.8997704109106
2025-07-30 18:00:00+00:00,1199.3210585058164
2025-12-04 09:00:00+00:00,1314.890039500298
2025-12-31 04:00:00+00:00,1248.4054842605929
2026-03-02 07:00:00+00:00,1367.6285638456693
