datetime,open,high,low,close,volume
2024-06-17 23:00:00+00:00,1.07376,1.0741,1.07347,1.07398,1270.19
2024-06-18 00:00:00+00:00,1.074,1.07407,1.07355,1.07359,2579.55
2024-06-18 01:00:00+00:00,1.07359,1.07368,1.07269,1.07277,4416.59
2024-06-18 02:00:00+00:00,1.07276,1.07282,1.07241,1.07243,2792.69
2024-06-18 03:00:00+00:00,1.07242,1.0725,1.07209,1.07246,1997.33
2024-06-18 04:00:00+00:00,1.07246,1.07263,1.07201,1.07214,3604.98
2024-06-18 05:00:00+00:00,1.07213,1.07234,1.07182,1.07231,3991.93
2024-06-18 06:00:00+00:00,1.07231,1.07336,1.07227,1.07331,6186.93
2024-06-18 07:00:00+00:00,1.0733,1.07351,1.07227,1.07233,7372.42
2024-06-18 08:00:00+00:00,1.07232,1.07246,1.07149,1.07192,10558.68
2024-06-18 09:00:00+00:00,1.07192,1.07256,1.07152,1.07196,12419.83
2024-06-18 10:00:00+00:00,1.07196,1.07207,1.07153,1.07178,7734.33
2024-06-18 11:00:00+00:00,1.0718,1.07182,1.07099,1.07162,7500.69
2024-06-18 12:00:00+00:00,1.07163,1.0734,1.07106,1.07311,21750.12
2024-06-18 13:00:00+00:00,1.07311,1.07497,1.073,1.07484,14768.22
2024-06-18 14:00:00+00:00,1.07484,1.07615,1.07364,1.07382,19371.58
2024-06-18 15:00:00+00:00,1.07383,1.07422,1.07342,1.07385,12308.72
2024-06-18 16:00:00+00:00,1.07387,1.07425,1.07363,1.07392,7077.96
2024-06-18 17:00:00+00:00,1.07393,1.07433,1.07335,1.07351,5720.21
2024-06-18 18:00:00+00:00,1.0735,1.07403,1.07321,1.07397,3954.37
2024-06-18 19:00:00+00:00,1.07395,1.07395,1.07361,1.07389,3392.39
2024-06-18 20:00:00+00:00,1.07389,1.07408,1.07378,1.07397,1096.89
2024-06-18 21:00:00+00:00,1.07397,1.07408,1.07359,1.07402,758.81
2024-06-18 22:00:00+00:00,1.07405,1.07411,1.07396,1.07406,470.73
2024-06-18 23:00:00+00:00,1.07408,1.07411,1.07386,1.07386,644.92
2024-06-19 00:00:00+00:00,1.07385,1.07395,1.07366,1.07374,2102.82
2024-06-19 01:00:00+00:00,1.07374,1.07417,1.07353,1.07406,2993.06
2024-06-19 02:00:00+00:00,1.07407,1.07423,1.07375,1.07386,2302.47
2024-06-19 03:00:00+00:00,1.07386,1.07404,1.07368,1.07377,1957.41
2024-06-19 04:00:00+00:00,1.07377,1.07377,1.07352,1.07357,1467.26
2024-06-19 05:00:00+00:00,1.07358,1.07387,1.07352,1.07378,2134.26
2024-06-19 06:00:00+00:00,1.07379,1.07414,1.07276,1.07312,5578.39
2024-06-19 07:00:00+00:00,1.0731,1.07408,1.07248,1.07367,8960.48
2024-06-19 08:00:00+00:00,1.07367,1.07417,1.07341,1.07403,10392.01
2024-06-19 09:00:00+00:00,1.07403,1.0744,1.07325,1.07371,14080.87
2024-06-19 10:00:00+00:00,1.07372,1.07522,1.07352,1.075,6931.85
2024-06-19 11:00:00+00:00,1.07502,1.07533,1.07467,1.07508,8080.07
2024-06-19 12:00:00+00:00,1.07509,1.07529,1.07424,1.07458,9174.63
2024-06-19 13:00:00+00:00,1.07461,1.07482,1.07408,1.07435,5165.78
2024-06-19 14:00:00+00:00,1.07435,1.07507,1.07429,1.07481,5620.32
2024-06-19 15:00:00+00:00,1.07482,1.07494,1.07412,1.07492,3400.07
2024-06-19 16:00:00+00:00,1.07491,1.07491,1.07463,1.0747,1339.96
2024-06-19 17:00:00+00:00,1.0747,1.07472,1.07441,1.07444,707.07
2024-06-19 18:00:00+00:00,1.07444,1.07445,1.07424,1.07431,496.08
2024-06-19 19:00:00+00:00,1.07431,1.07454,1.07426,1.07448,685.9
2024-06-19 20:00:00+00:00,1.07445,1.07452,1.07419,1.07422,587.78
2024-06-19 21:00:00+00:00,1.07422,1.07456,1.07412,1.07446,757.82
2024-06-19 22:00:00+00:00,1.07445,1.07466,1.07441,1.07458,1864.89
2024-06-19 23:00:00+00:00,1.07458,1.07487,1.07454,1.0747,1561.17
2024-06-20 00:00:00+00:00,1.07469,1.07483,1.0745,1.07461,4801.48
2024-06-20 01:00:00+00:00,1.07462,1.07479,1.0742,1.07455,7434.6
2024-06-20 02:00:00+00:00,1.07455,1.07455,1.07388,1.07394,5041.78
2024-06-20 03:00:00+00:00,1.07394,1.0742,1.0739,1.07419,4079.58
2024-06-20 04:00:00+00:00,1.07419,1.07449,1.07409,1.07426,2413.08
2024-06-20 05:00:00+00:00,1.07425,1.07434,1.07371,1.07373,3984.48
2024-06-20 06:00:00+00:00,1.07373,1.07383,1.07305,1.07327,7110.02
2024-06-20 07:00:00+00:00,1.07326,1.07362,1.07243,1.07247,8038.67
2024-06-20 08:00:00+00:00,1.07246,1.07246,1.07126,1.07167,10681.69
2024-06-20 09:00:00+00:00,1.07167,1.07279,1.07141,1.07252,8824.79
2024-06-20 10:00:00+00:00,1.07252,1.07316,1.07244,1.07285,6883.82
2024-06-20 11:00:00+00:00,1.07287,1.07321,1.07128,1.07147,11878.37
2024-06-20 12:00:00+00:00,1.07147,1.07307,1.07131,1.0719,19054.59
